title,publisher,categories,review_score,review_summary
Dancing Naked in the Material World,,photography,0.25,Barely interesting
Dancing Naked in the Material World,,photography,1.0,"""...where every evening is laden with false promises..."
Dancing Naked in the Material World,,photography,0.75,words and pictures
Dancing Naked in the Material World,,photography,0.0,"Exotic pictures, nothing else!"
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,1.0,What Once Was to What Now Is
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,0.5,Sad reminders
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,0.75,detroit
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,1.0,Greatest book of photos on Detroit
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,0.25,misleading depiction of Detroit
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,0.5,"Interesting book, yet could've been better"
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,0.75,What is Detroit?
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,1.0,A WORTHY READ.
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,1.0,Great pictorial in color!!
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,0.25,"The ""NOW"" is outdated"
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,1.0,Great Perspective
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,1.0,Detroit
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,1.0,great book
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,0.75,Detroits past
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,0.75,Detroit Then And Now
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,1.0,Comprehensive
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,1.0,A MUST HAVE!- For ANYONE who has Detroit in their blood!
Detroit Then and Now (Then & Now),Rizzoli Publications,photography,0.5,Somewhat Disappointing Book
"Searchings: Secret Landscapes of Flowers, Vol. II",Welcome Enterprises,photography,1.0,Exploring the Sensual Landscape of the Flora
"Searchings: Secret Landscapes of Flowers, Vol. II",Welcome Enterprises,photography,1.0,Incredible Photographs
"Searchings: Secret Landscapes of Flowers, Vol. II",Welcome Enterprises,photography,1.0,Gorgeous Images
"Searchings: Secret Landscapes of Flowers, Vol. II",Welcome Enterprises,photography,1.0,Searchings: Secret Landscapes of Flowers Vol II
"Searchings: Secret Landscapes of Flowers, Vol. II",Welcome Enterprises,photography,0.75,Searchings II
"Searchings: Secret Landscapes of Flowers, Vol. II",Welcome Enterprises,photography,1.0,inspirational
Part-Time Glamour Photography: Full-Time Income,,photography,1.0,The best I have read on the subject
Part-Time Glamour Photography: Full-Time Income,,photography,0.0,Read if You Know Nothing About Photog/Computers/Business
Part-Time Glamour Photography: Full-Time Income,,photography,0.0,Not at all useful
Part-Time Glamour Photography: Full-Time Income,,photography,0.5,A little thin if you ask me...
Part-Time Glamour Photography: Full-Time Income,,photography,0.25,Good Coffee table book
Part-Time Glamour Photography: Full-Time Income,,photography,1.0,Book hits the mark.
Part-Time Glamour Photography: Full-Time Income,,photography,1.0,Making Money
Part-Time Glamour Photography: Full-Time Income,,photography,1.0,Book hits the mark.
Part-Time Glamour Photography: Full-Time Income,,photography,1.0,A great how too book that is extremely easy to read!!!
Paul Strand,Aperture,photography,0.5,A Glimpse of Paul Strand
Paul Strand,Aperture,photography,1.0,In the Eyes of the Beholder
Paul Strand,Aperture,photography,0.75,Decent little book
Fundamental Photoshop 4,Peachpit Press,photography,0.75,Deep to basic.
New York Then and Now (Then & Now),Rizzoli Publications,photography,1.0,From downtown to uptown
New York Then and Now (Then & Now),Rizzoli Publications,photography,1.0,"New York, in progress"
New York Then and Now (Then & Now),Rizzoli Publications,photography,0.75,A must for anyone who enjoys past and present photos
New York Then and Now (Then & Now),Rizzoli Publications,photography,0.5,"Satisfied in Laurel, MD"
New York Then and Now (Then & Now),Rizzoli Publications,photography,0.25,"Nice photos, but the book has some major flaws"
New York Then and Now (Then & Now),Rizzoli Publications,photography,0.75,"Nice pictures, but could be better"
Digging: The Workers of Boston's Big Dig,Memoirs Unlimited,photography,1.0,Making Art of Documentary Photography
Digging: The Workers of Boston's Big Dig,Memoirs Unlimited,photography,1.0,A testament to the effort of man
Digging: The Workers of Boston's Big Dig,Memoirs Unlimited,photography,1.0,Personal vision at it's finest.
Ashes and Snow: New York Exhibition Catalog,Flying Elephant Books,photography,1.0,An incredible creation
Ashes and Snow: New York Exhibition Catalog,Flying Elephant Books,photography,1.0,An incredibly beautiful and superbly produced book!
Ashes and Snow: New York Exhibition Catalog,Flying Elephant Books,photography,1.0,A spectacularly beautiful book
Ashes and Snow: New York Exhibition Catalog,Flying Elephant Books,photography,0.75,The peripatetic mission of global unity
Ashes and Snow: New York Exhibition Catalog,Flying Elephant Books,photography,1.0,"More recent version: exhibition in Santa Monica, CA"
Ashes and Snow: New York Exhibition Catalog,Flying Elephant Books,photography,0.0,"Its nice, but not in no way worth the money"
Ashes and Snow: New York Exhibition Catalog,Flying Elephant Books,photography,0.75,Unknown - it was a gift to someone that asked for it
Smart Design,Rotovision,photography,1.0,Well pictured &amp; designed book
"Men I've Loved: Prose, Poems and Pictures",Janssen Pub,photography,1.0,Intensely personal
"Men I've Loved: Prose, Poems and Pictures",Janssen Pub,photography,1.0,"Tom is the man, appreciate the legend."
"Men I've Loved: Prose, Poems and Pictures",Janssen Pub,photography,0.75,great
Kingdome 19: 20 Men,Janssen Pub,photography,0.75,great book
The Creative Photography Handbook: A Sourcebook of Techniques and Ideas,David & Charles Publishers,photography,1.0,Excellent guide for techniques and new ideas
The Creative Photography Handbook: A Sourcebook of Techniques and Ideas,David & Charles Publishers,photography,0.5,Good...But not his best.
The Creative Photography Handbook: A Sourcebook of Techniques and Ideas,David & Charles Publishers,photography,1.0,Creative Photography Handbook
The Creative Photography Handbook: A Sourcebook of Techniques and Ideas,David & Charles Publishers,photography,0.75,Expanding Horizons
The Creative Photography Handbook: A Sourcebook of Techniques and Ideas,David & Charles Publishers,photography,1.0,Great photography book!
The Creative Photography Handbook: A Sourcebook of Techniques and Ideas,David & Charles Publishers,photography,0.25,Very basic.
Deep Space: New Pictures from the Hubble Space Telescope,Taschen America Llc,photography,0.75,Well Illustrated
Deep Space: New Pictures from the Hubble Space Telescope,Taschen America Llc,photography,1.0,good pictures
"Ashes and Snow, Book 7",,photography,0.25,Not worth it
"Ashes and Snow, Book 7",,photography,0.0,Not Worth the Money/Very Disappointing
Vanity Fair,Harry N. Abrams,photography,0.0,"So abridged, there's nothing left!"
Vanity Fair,Harry N. Abrams,photography,1.0,"All's fair in love and ""Vanity"""
Naked Heartland the,Janssen Verlag,photography,1.0,Hidden Gems from a Homophobic Past
Naked Heartland the,Janssen Verlag,photography,1.0,"Beautiful images, beautiful book"
Naked Heartland the,Janssen Verlag,photography,1.0,Vintage Middle America
Naked Heartland the,Janssen Verlag,photography,0.75,Stunning Pictures
Naked Heartland the,Janssen Verlag,photography,0.5,Dishonoring Bruce of LA
Jah Pickney: Children of Jamaica,Ian Randle Pub,photography,1.0,simply great !
Jah Pickney: Children of Jamaica,Ian Randle Pub,photography,1.0,jah pickney
Jah Pickney: Children of Jamaica,Ian Randle Pub,photography,1.0,Piero Ribelli's Photographs are Brilliant!
Girls' Night Out (Stonewall Inn Book/Photographer),Macmillan,photography,1.0,"Sparkling, sexy photography!"
Girls' Night Out (Stonewall Inn Book/Photographer),Macmillan,photography,0.75,sexy
Girls' Night Out (Stonewall Inn Book/Photographer),Macmillan,photography,1.0,This is what it's aboot
Girls' Night Out (Stonewall Inn Book/Photographer),Macmillan,photography,1.0,The hottest lesbian babes I've ever seen in print!
Girls' Night Out (Stonewall Inn Book/Photographer),Macmillan,photography,1.0,Wonderful View of real-life lesbians.
Girls' Night Out (Stonewall Inn Book/Photographer),Macmillan,photography,1.0,WOW!!
Girls' Night Out (Stonewall Inn Book/Photographer),Macmillan,photography,0.75,tiny little book
Girls' Night Out (Stonewall Inn Book/Photographer),Macmillan,photography,0.0,"Dated, posed pictures"
Badertscher (Stonewall Inn Book/Photographer),St. Martin's Press,photography,0.75,Reflections From the Edge
Badertscher (Stonewall Inn Book/Photographer),St. Martin's Press,photography,0.5,Not That Special
Badertscher (Stonewall Inn Book/Photographer),St. Martin's Press,photography,0.75,This book will grow on you
Badertscher (Stonewall Inn Book/Photographer),St. Martin's Press,photography,0.0,y.......a.........w...........n..................
Lakeland Landscapes (Country),Phoenix,photography,1.0,"Splendid, stunning landscapes, beautiful photography"
The Most Beautiful Villages of Provence.,,photography,0.75,asdfasdf
The Most Beautiful Villages of Provence.,,photography,0.0,Provence
The Most Beautiful Villages of Provence.,,photography,1.0,The Most Beautiful Villages of Provence
The Most Beautiful Villages of Provence.,,photography,1.0,A Gorgeous Book
The Most Beautiful Villages of Provence.,,photography,1.0,Are You Ready For Romance?
The Most Beautiful Villages of Provence.,,photography,1.0,The only thing better than this book is to be there!
The Most Beautiful Villages of Provence.,,photography,0.25,Disappointing
The Most Beautiful Villages of Provence.,,photography,1.0,INTOXICATING!
The Most Beautiful Villages of Provence.,,photography,0.75,Too big to store
The Most Beautiful Villages of Provence.,,photography,1.0,Tranquility and light
The Most Beautiful Villages of Provence.,,photography,0.75,Another Land of Enchantment...
The Most Beautiful Villages of Provence.,,photography,1.0,There is no place on the earth like my Provence!
The Most Beautiful Villages of Provence.,,photography,1.0,Worth for Reading Before Your Journey!
Adobe Photoshop 7.0 for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Taylor & Francis,photography,1.0,Nearly Perfect Book for using Photoshop w/ a digital camera
Adobe Photoshop 7.0 for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Taylor & Francis,photography,1.0,"Now I Know WHY! Thanks, Martin."
Adobe Photoshop 7.0 for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Taylor & Francis,photography,1.0,Great book for anyone using photoshop
Adobe Photoshop 7.0 for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Taylor & Francis,photography,1.0,Excellent Photoshop book
Adobe Photoshop 7.0 for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Taylor & Francis,photography,1.0,one of the best resources for photographers
Adobe Photoshop 7.0 for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Taylor & Francis,photography,1.0,Excellent Book
Adobe Photoshop 7.0 for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Taylor & Francis,photography,0.5,Where have all the good editors gone?
Adobe Photoshop 7.0 for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Taylor & Francis,photography,1.0,absolutely brilliant
Adobe Photoshop 7.0 for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Taylor & Francis,photography,1.0,Great production values; extremely practical advice
Adobe Photoshop 7.0 for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Taylor & Francis,photography,0.25,Lame book
Adobe Photoshop 7.0 for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Taylor & Francis,photography,1.0,Awsome Book
Adobe Photoshop 7.0 for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Taylor & Francis,photography,0.75,2ByMeta4 is off his rocker
Adobe Photoshop 7.0 for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Taylor & Francis,photography,1.0,nice
Adobe Photoshop 7.0 for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Taylor & Francis,photography,1.0,FABULOUS BOOK
Adobe Photoshop 7.0 for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Taylor & Francis,photography,0.0,Adobe Photoshop 7.0 for Photographers
Adobe Photoshop 7.0 for Photographers: A professional image editor's guide to the creative use of Photoshop for the Macintosh and PC,Taylor & Francis,photography,0.25,A Book About WHAT?
Architecture Transformed: A History of the Photography of Buildings from 1839 to the Present,Mit Press,photography,1.0,"Insightful history, great images, somewhat crochety finish and unwieldy shape."
"How to Make Money with Your Camera (The New Photo Series, No. 2)",,photography,0.0,Way too out of date
"Applied Photographic Optics, Third Edition",Routledge,photography,1.0,Everything you want sensibly to know on photographic optics
"Applied Photographic Optics, Third Edition",Routledge,photography,0.75,"Expensive, but worth it when you need it"
Tropic: The Nature of Colombia,Villegas Asociados,photography,1.0,Colombia is much more than a land of war....
Tropic: The Nature of Colombia,Villegas Asociados,photography,0.75,This is a wonderful book.
Tropic: The Nature of Colombia,Villegas Asociados,photography,1.0,absolutly wonderful
Bear: A Celebration of Power and Beauty,Sierra Club Books,photography,1.0,INSPIRATIONAL!
Scavullo Nudes,Harry N. Abrams,photography,0.5,Glowing Self-Confidence in Idealized Images
Scavullo Nudes,Harry N. Abrams,photography,0.5,Just lacking something
Scavullo Nudes,Harry N. Abrams,photography,1.0,SCAVULLO NUDES
"Lomo: Don't Think, Just Shoot",Booth-Clibborn,photography,1.0,the brilliance of lomo
"Lomo: Don't Think, Just Shoot",Booth-Clibborn,photography,0.75,The Lomo Bible
"Lomo: Don't Think, Just Shoot",Booth-Clibborn,photography,0.75,A Rich Slice of Lomography
"Lomo: Don't Think, Just Shoot",Booth-Clibborn,photography,0.5,"Lomo book: Don't Think, Just Shoot"
Plumage,Chronicle Books,photography,1.0,The author speaks
Plumage,Chronicle Books,photography,1.0,Simply Wonderful
Panoramic Colombia,Villegas Asociados,photography,1.0,A really great find
Panoramic Colombia,Villegas Asociados,photography,1.0,More than Photos
Panoramic Colombia,Villegas Asociados,photography,1.0,A fantastic photo expose to this diverse country.
Panoramic Colombia,Villegas Asociados,photography,1.0,A must for anyone that finds this book
Panoramic Colombia,Villegas Asociados,photography,1.0,Extraordinary Photograpy
"First Seen: Portraits of the World's Peoples, 1840-1880",Third Millennium Information,photography,1.0,The Beginnings of Photography and the Paramount Importance of Subject
"First Seen: Portraits of the World's Peoples, 1840-1880",Third Millennium Information,photography,0.25,Disappointment
Boston (Volume I and Volume II),Arcadia Publishing,photography,0.75,Excellent Story
Boston (Volume I and Volume II),Arcadia Publishing,photography,1.0,Most Important Trial of the Last Century
Boston (Volume I and Volume II),Arcadia Publishing,photography,0.75,Another American Tragedy
Boston (Volume I and Volume II),Arcadia Publishing,photography,0.75,An interesting perspective on social justice
Boston (Volume I and Volume II),Arcadia Publishing,photography,0.75,great read
Boston (Volume I and Volume II),Arcadia Publishing,photography,1.0,A Country stripped of it's supposed principasl
Creating chemigrams in the classroom. (Photographic expression).(art projects): An article from: Arts & Activities,,photography,0.0,not complete
Gone: Photographs of Abandonment on the High Plains,,photography,1.0,High Plains litter
Gone: Photographs of Abandonment on the High Plains,,photography,1.0,Brilliant photography and text
Gone: Photographs of Abandonment on the High Plains,,photography,1.0,So Beautifully Sad
Gone: Photographs of Abandonment on the High Plains,,photography,1.0,Wonderful!
Gone: Photographs of Abandonment on the High Plains,,photography,1.0,Dust to Dust
Gone: Photographs of Abandonment on the High Plains,,photography,0.5,"Not bad, but not as good as I hoped"
Sams Teach Yourself Adobe(R) Photoshop(R) 5 in 21 Days,Sams Publishing,photography,0.75,Great Introduction to Photoshop
Sams Teach Yourself Adobe(R) Photoshop(R) 5 in 21 Days,Sams Publishing,photography,0.5,Learn using photoshop quickly
Sams Teach Yourself Adobe(R) Photoshop(R) 5 in 21 Days,Sams Publishing,photography,0.25,"A lot of useful information, but carelessly presented."
Sams Teach Yourself Adobe(R) Photoshop(R) 5 in 21 Days,Sams Publishing,photography,0.25,Just a brief introduction to PhotoShop
Sams Teach Yourself Adobe(R) Photoshop(R) 5 in 21 Days,Sams Publishing,photography,0.25,cd examples do not correspond to chapters
Sams Teach Yourself Adobe(R) Photoshop(R) 5 in 21 Days,Sams Publishing,photography,0.75,A good &quot;learn the basics&quot; book - tutorial based
The Doors of San Miguel De Allende,Pomegranate,photography,1.0,Great door collection!
The Doors of San Miguel De Allende,Pomegranate,photography,0.25,"Interesting, I guess, but beware the title"
The Doors of San Miguel De Allende,Pomegranate,photography,1.0,&quot;Doors&quot; - a magnificent entry into San Miguel's culture
The Doors of San Miguel De Allende,Pomegranate,photography,1.0,Doors of San Miguel De Allende
The Doors of San Miguel De Allende,Pomegranate,photography,1.0,"Beautiful, well done book."
The Doors of San Miguel De Allende,Pomegranate,photography,1.0,Worthy of a Grander Scale
The Doors of San Miguel De Allende,Pomegranate,photography,0.5,A Good Read IF YOU'RE into these things
The Doors of San Miguel De Allende,Pomegranate,photography,0.0,"NICE DOOR PHOTOS,....BUT"
The Doors of San Miguel De Allende,Pomegranate,photography,1.0,Classy introduction to San Miguel de Allende
ROUTE 66,Rizzoli Publications,photography,1.0,Got my kicks on route 66
ROUTE 66,Rizzoli Publications,photography,0.75,Visual Tribute to America&iquest;s First Highway of Dreams
ROUTE 66,Rizzoli Publications,photography,1.0,If You...Have Plans...to Motor West
ROUTE 66,Rizzoli Publications,photography,1.0,Go For It
Denial of Disaster: The Untold Story and Photographs of the San Francisco Earthquake of 1906,Cameron & Company,photography,0.75,Good in almost all respects
Denial of Disaster: The Untold Story and Photographs of the San Francisco Earthquake of 1906,Cameron & Company,photography,1.0,A MONUMENTAL WORK
Denial of Disaster: The Untold Story and Photographs of the San Francisco Earthquake of 1906,Cameron & Company,photography,1.0,An exquisite photographic history of 1906 San Francisco
Denial of Disaster: The Untold Story and Photographs of the San Francisco Earthquake of 1906,Cameron & Company,photography,1.0,"The most complete book on the ""Great Fire & Earthquake"""
Denial of Disaster: The Untold Story and Photographs of the San Francisco Earthquake of 1906,Cameron & Company,photography,1.0,1000 Stars
Denial of Disaster: The Untold Story and Photographs of the San Francisco Earthquake of 1906,Cameron & Company,photography,1.0,Gladys Hansen; a pioneer of San Francisco history research.
Denial of Disaster: The Untold Story and Photographs of the San Francisco Earthquake of 1906,Cameron & Company,photography,1.0,Is the future in the past?
Denial of Disaster: The Untold Story and Photographs of the San Francisco Earthquake of 1906,Cameron & Company,photography,1.0,Excellent historical photos of S.F.!
Denial of Disaster: The Untold Story and Photographs of the San Francisco Earthquake of 1906,Cameron & Company,photography,1.0,Great Photo Essay
Denial of Disaster: The Untold Story and Photographs of the San Francisco Earthquake of 1906,Cameron & Company,photography,0.75,The Untold Story .......
Denial of Disaster: The Untold Story and Photographs of the San Francisco Earthquake of 1906,Cameron & Company,photography,1.0,1906 Fire (Earthquake) of San Francisco
"The PC Handbook, 7th Edition",Penguin,photography,0.75,Very handy!
PC MagazinePrinting Great Digital Photos,Wiley,photography,0.75,A solid guide to digital printing
PC MagazinePrinting Great Digital Photos,Wiley,photography,0.75,Purchased and somehow have not found information as accessible as I'd wished.
Pro Techniques of Creative Photography: Methods of the Thinking Photographer.,Hp Books,photography,0.75,A Great Book to Show Planning and Analysis of Photographs
The Nature of Vermont: A Year-Long Photographic Journal,,photography,0.5,Am a bit disappointed
The Nature of Vermont: A Year-Long Photographic Journal,,photography,1.0,Genius at work
The Nature of Vermont: A Year-Long Photographic Journal,,photography,1.0,natue at its best
"Our Culture Is Our Resistance: Repression, Refuge, and Healing in Guatemala",powerHouse Books,photography,1.0,Powerful images and testimony
"Our Culture Is Our Resistance: Repression, Refuge, and Healing in Guatemala",powerHouse Books,photography,1.0,Latin American holocaust
"Our Culture Is Our Resistance: Repression, Refuge, and Healing in Guatemala",powerHouse Books,photography,1.0,Moller the man of mystery
Light In The Dark Room: Photography And Loss,U of Minnesota Press,photography,1.0,Death and the Photographic Image
China Obscura,Chronicle Books,photography,1.0,China from the ground up
China Obscura,Chronicle Books,photography,1.0,Excellent pictography on China
China Obscura,Chronicle Books,photography,1.0,Great document of post-Tianamen China
China Obscura,Chronicle Books,photography,0.0,OVER REACHING
Cabinet of Dark Things,,photography,0.5,Strange and contradictory.
How to Photograph Cars,Auto Focus,photography,1.0,Everything you need to know
How to Photograph Cars,Auto Focus,photography,0.5,"A great source book, but completely outdated ..."
How to Photograph Cars,Auto Focus,photography,0.75,A nice coverage of the subject.
How to Photograph Cars,Auto Focus,photography,1.0,"""What to think"", rather than ""how to think"""
How to Photograph Cars,Auto Focus,photography,1.0,Car Photography Seminar!
How to Photograph Cars,Auto Focus,photography,0.75,Exactly what it says on the cover
How to Photograph Cars,Auto Focus,photography,0.75,Clear and concise
How to Photograph Cars,Auto Focus,photography,1.0,Great book with a lot to share
How to Photograph Cars,Auto Focus,photography,0.0,Outdated
How to Photograph Cars,Auto Focus,photography,0.25,This book is almost BIG Nothing!!!
How to Photograph Cars,Auto Focus,photography,1.0,Wonderful book
Classic Ballparks: A Collector's Edition,,photography,1.0,"OK book, but absolutely spectacular model ballparks"
Classic Ballparks: A Collector's Edition,,photography,0.0,Wrong item
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,Incredibly moving
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,Surprising!
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,0.75,Wonderful -- and great timing
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,Destined to become a cult classic
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,0.75,Not Prurient At All
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,And this is how tender Maleness can be
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,"Impressive men, in various respects"
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,Great book
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,Great Book at a sweet price
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,Book Purchase and Delivery
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,0.75,"WW II book (but not about war, blood, guts, guns, etc!)"
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,0.75,At Ease: 2007 Wall Calendar
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,"At Ease, Navy Men of WWII"
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,Ooh La La!
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,Very cool
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,"Coming Together, Navy Men"
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,Wonderfully moving collection.
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,And this is how tender Maleness can be
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,SOFT PORN? NO - HUMAN AFFECTION
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,One of the Best Photography Books of the Year!
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,A Picture Rarely if Ever Seen
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,"A Remarkable Collection, Nostalgia at its Finest"
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,A Beautiful Book
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,0.75,At Ease is Easy on the eye
At Ease: Navy Men of World War II,Harry N Abrams Incorporated,photography,1.0,Exceptional!
Particles + Waves With Plausibility,powerHouse Books,photography,1.0,Step Outside
Edward and Brett Weston: Dune,Wild Horse Island Pr,photography,1.0,Outstanding
Edward and Brett Weston: Dune,Wild Horse Island Pr,photography,0.75,"Super, but not perfect..."
Edward and Brett Weston: Dune,Wild Horse Island Pr,photography,1.0,Magnificent Book!
The Fat Baby,Phaidon Incorporated Limited,photography,1.0,Stunning book
The Fat Baby,Phaidon Incorporated Limited,photography,1.0,The standard of photography as art.
The Fat Baby,Phaidon Incorporated Limited,photography,0.75,Haunting
Travel Photography,"Rocky Nook, Inc.",photography,0.25,"Very simple and obvious, 80% of the book is not useful"
Travel Photography,"Rocky Nook, Inc.",photography,1.0,Inspiring and Informative
Travel Photography,"Rocky Nook, Inc.",photography,0.75,Well worth the small price
Travel Photography,"Rocky Nook, Inc.",photography,0.5,Taking pics
Travel Photography,"Rocky Nook, Inc.",photography,0.25,"The book had gorgeous photos, but I found the advice to be a bit simplistic"
Travel Photography,"Rocky Nook, Inc.",photography,1.0,Great Info
Travel Photography,"Rocky Nook, Inc.",photography,1.0,Nice bit of inspiration!
Travel Photography,"Rocky Nook, Inc.",photography,1.0,The most important part
Travel Photography,"Rocky Nook, Inc.",photography,1.0,handy and informative.. a must buy!
Travel Photography,"Rocky Nook, Inc.",photography,1.0,Learning from the best.
Travel Photography,"Rocky Nook, Inc.",photography,0.0,A sure way to go blind
Travel Photography,"Rocky Nook, Inc.",photography,0.75,Nice to have
Travel Photography,"Rocky Nook, Inc.",photography,1.0,A &quot;must have&quot; travel photography book
Travel Photography,"Rocky Nook, Inc.",photography,1.0,A typographic treasure ...
Travel Photography,"Rocky Nook, Inc.",photography,0.5,Travel Image Subject Matter Inspiration
Travel Photography,"Rocky Nook, Inc.",photography,0.25,"Advice is simplistic and there are superior resources, perhaps a decent single book for the reader on the road"
Travel Photography,"Rocky Nook, Inc.",photography,1.0,Best concise travel photography guide on the market
Travel Photography,"Rocky Nook, Inc.",photography,0.75,This is a guide to taking better pictures...
Travel Photography,"Rocky Nook, Inc.",photography,0.75,A great book for beginners
Travel Photography,"Rocky Nook, Inc.",photography,1.0,Great Book for beginners on travel
Travel Photography,"Rocky Nook, Inc.",photography,1.0,A superb (beginners) guide to travel photography
Travel Photography,"Rocky Nook, Inc.",photography,1.0,Great Book
Travel Photography,"Rocky Nook, Inc.",photography,1.0,"Revised 2009 edition is a lot more ""digital"""
Travel Photography,"Rocky Nook, Inc.",photography,1.0,Great how-to book for travel photographers.
Travel Photography,"Rocky Nook, Inc.",photography,0.75,A good place to start
Travel Photography,"Rocky Nook, Inc.",photography,0.5,Photography writer leaders
Travel Photography,"Rocky Nook, Inc.",photography,0.25,Dated material
Travel Photography,"Rocky Nook, Inc.",photography,0.25,"Should be called ""travel photography for travel writers"""
Virginia Impressions,,photography,0.75,Beautiful scenes
Virginia Impressions,,photography,0.75,Great
Egypt Unexpected: 1001 Days in Photographs,American Univ in Cairo Press,photography,0.75,Quite good
Egypt Unexpected: 1001 Days in Photographs,American Univ in Cairo Press,photography,0.75,Quite good
Summer Vacation/Found Photographs,Tom Adler Books,photography,1.0,REAL AND IMAGINED NOSTALGIA
Photography,Watson-Guptill Publications,photography,1.0,Get the 7th edition
Photography,Watson-Guptill Publications,photography,1.0,A must-have reference for anyone involved with photography.
Photography,Watson-Guptill Publications,photography,1.0,AWESOME!
Photography,Watson-Guptill Publications,photography,1.0,A STELLAR GUIDE TO THE CRAFT AND ART OF PHOTOGRAPHY
Photography,Watson-Guptill Publications,photography,1.0,"Completely understandable, thorough and up-to-date"
Photography,Watson-Guptill Publications,photography,1.0,required reading
Photography,Watson-Guptill Publications,photography,0.75,Useful Book.
Photography,Watson-Guptill Publications,photography,1.0,Excellent!!!!!! A Must Have!!!!!!
Photography,Watson-Guptill Publications,photography,1.0,A MUST HAVE.
Photography,Watson-Guptill Publications,photography,1.0,Excellent reference for beginner to pro!
Photography,Watson-Guptill Publications,photography,0.75,inspiring for beginners
Photography,Watson-Guptill Publications,photography,0.75,A bit dated...
Photography,Watson-Guptill Publications,photography,1.0,The best photo book ever written
Photography,Watson-Guptill Publications,photography,0.75,This book is excellent for beginners and the experienced
Photography,Watson-Guptill Publications,photography,1.0,unbelievable
Photography,Watson-Guptill Publications,photography,0.5,get ready to study
Photography,Watson-Guptill Publications,photography,1.0,The 3rd edition was nicer
Photography,Watson-Guptill Publications,photography,1.0,I've learned so much!!
Photography,Watson-Guptill Publications,photography,0.75,great book
Photography,Watson-Guptill Publications,photography,1.0,The best reference book ever found.
Photography,Watson-Guptill Publications,photography,0.75,Excellent textbook for those starting out
